,Unnamed: 0_x,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,stage,Unnamed: 0.1,retweet_count,Unnamed: 0_y,picture_url,img_num,1st_picture_prediction_(p1),p1_%_confidence,p1_dog:True/False,2nd_picture_prediction_(p2),p2_%_confidence,p2_dog:True/False,3rd_picture_prediction_(p3),p3_%_confidence,p3_dog:True/False
281,603,798628517273620480,nan,nan,2016-11-15 20:47:30 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,6.6750936401e+17,4196983835.0,2015-11-20 01:06:48 +0000,"https://twitter.com/dog_rates/status/667509364010450944/photo/1,https://twitter.com/dog_rates/status/667509364010450944/photo/1",12,10,nnnann,nan,1995-04-23 09:15:17.273620480,2178,1589,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,1,Beagle,0.636169,True,Labrador_retriever,0.119256,True,golden_retriever,0.08254919999999999,True
282,606,798340744599797760,nan,nan,2016-11-15 01:44:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: This is Davey. He'll have your daughter home by 8. Just a stand up pup. 11/10 would introduce to mom https://t.co/E6bGWf9EOm,7.71770456517e+17,4196983835.0,2016-09-02 18:03:10 +0000,"https://twitter.com/dog_rates/status/771770456517009408/photo/1,https://twitter.com/dog_rates/status/771770456517009408/photo/1",11,10,Dnnanvey,nan,1995-04-20 01:19:04.599797760,3730,1588,https://pbs.twimg.com/media/CrXhIqBW8AA6Bse.jpg,1,Papillon,0.53318,True,Collie,0.192031,True,Border_collie,0.121626,True
283,607,798209839306514432,nan,nan,2016-11-14 17:03:50 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Cooper. His bow tie was too heavy for the front so he moved it to the side. Balanced af now. 13/10 https://t.co/jG1PAFkB81,nan,nan,,https://twitter.com/dog_rates/status/798209839306514432/photo/1,13,10,Cooper,nan,1995-04-18 12:57:19.306514432,2835,1587,https://pbs.twimg.com/media/CxPPnCYWIAAo_ao.jpg,1,Pekinese,0.524583,True,Shih-tzu,0.102931,True,Pomeranian,0.09789310000000001,True
284,609,797545162159308800,nan,nan,2016-11-12 21:02:38 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Cassie. She steals things. Guilt increases slightly each time. 12/10 would forgive almost immediately https://t.co/Ia19irLwyB,nan,nan,,"https://twitter.com/dog_rates/status/797545162159308800/photo/1,https://twitter.com/dog_rates/status/797545162159308800/photo/1,https://twitter.com/dog_rates/status/797545162159308800/photo/1,https://twitter.com/dog_rates/status/797545162159308800/photo/1",12,10,Cnnanssie,nan,1995-04-10 20:19:22.159308800,5383,1585,https://pbs.twimg.com/media/CxFzFAAUAAA5C9z.jpg,1,Pembroke,0.954089,True,Cardigan,0.033643900000000004,True,papillon,0.00973566,True
285,610,797236660651966464,nan,nan,2016-11-12 00:36:46 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Pancake. She loves Batman and winks like a h*ckin champ. 12/10 real crowd pleaser https://t.co/6kqsAjJNhi,nan,nan,,"https://twitter.com/dog_rates/status/797236660651966464/photo/1,https://twitter.com/dog_rates/status/797236660651966464/photo/1",12,10,Pnnanncnnanke,nan,1995-04-07 06:37:40.651966464,7356,1584,https://pbs.twimg.com/media/CxBafisWQAAtJ1X.jpg,2,Collie,0.767005,True,Border_collie,0.100844,True,kelpie,0.0483681,True
286,614,796759840936919040,nan,nan,2016-11-10 17:02:03 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Romeo. He was just told that it's too cold for the pool. H*ckin nonsense. 11/10 would help fill up https://t.co/6hx7ur6sNI,nan,nan,,"https://twitter.com/dog_rates/status/796759840936919040/photo/1,https://twitter.com/dog_rates/status/796759840936919040/photo/1",11,10,Romeo,nan,1995-04-01 18:10:40.936919040,3390,1582,https://pbs.twimg.com/media/Cw6o1JQXcAAtP78.jpg,1,American_staffordshire_terrier,0.463996,True,Staffordshire_bullterrier,0.155566,True,Weimaraner,0.137587,True
287,616,796484825502875648,nan,nan,2016-11-09 22:49:15 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a sleepy doggo that requested some assistance. 12/10 would carry everywhere https://t.co/bvkkqOjNDV,nan,nan,,https://twitter.com/dog_rates/status/796484825502875648/photo/1,12,10,nnnann,doggo,1995-03-29 13:47:05.502875648,1950,1581,https://pbs.twimg.com/media/Cw2uty8VQAAB0pL.jpg,1,Cocker_spaniel,0.116924,True,Seat_belt,0.107511,False,Australian_terrier,0.0998434,True
288,617,796387464403357696,nan,nan,2016-11-09 16:22:22 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Snicku. He's having trouble reading because he's a dog. Glasses only helped a little. Nap preferred. 12/10 would snug well https://t.co/cVLUasbKA5,nan,nan,,"https://twitter.com/dog_rates/status/796387464403357696/photo/1,https://twitter.com/dog_rates/status/796387464403357696/photo/1",12,10,Snicku,nan,1995-03-28 10:44:24.403357696,4616,1580,https://pbs.twimg.com/media/Cw1WKu1UQAAvWsu.jpg,1,Pekinese,0.461164,True,Pomeranian,0.28865,True,Siamese_cat,0.052423000000000004,False
289,618,796177847564038144,nan,nan,2016-11-09 02:29:25 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: This is Ruby. She just turned on the news. Officially terrified. 11/10 deep breaths Ruby https://t.co/y5KarNXWXt,7.96149749087e+17,4196983835.0,2016-11-09 00:37:46 +0000,"https://twitter.com/dog_rates/status/796149749086875649/photo/1,https://twitter.com/dog_rates/status/796149749086875649/photo/1,https://twitter.com/dog_rates/status/796149749086875649/photo/1,https://twitter.com/dog_rates/status/796149749086875649/photo/1",11,10,Ruby,nan,1995-03-26 00:30:47.564038144,15867,1579,https://pbs.twimg.com/media/Cwx99rpW8AMk_Ie.jpg,1,Golden_retriever,0.600276,True,Labrador_retriever,0.140798,True,seat_belt,0.0873548,False
290,624,795464331001561088,nan,nan,2016-11-07 03:14:10 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Elder doggo does a splash. Both 13/10 incredible stuff https://t.co/gBUDjdEcqz,nan,nan,,https://twitter.com/dog_rates/status/795464331001561088/video/1,13,10,nnnann,doggo,1995-03-17 18:18:51.001561088,26417,1574,https://pbs.twimg.com/ext_tw_video_thumb/795464066940764160/pu/img/jPkMMQXdydb7CqFX.jpg,1,Golden_retriever,0.193082,True,Chesapeake_bay_retriever,0.157927,True,soft-coated_wheaten_terrier,0.12468399999999999,True
291,626,795076730285391872,nan,nan,2016-11-06 01:33:58 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bailey. She loves going down slides but is very bad at it. Still 11/10 https://t.co/ivPWhspN3E,nan,nan,,"https://twitter.com/dog_rates/status/795076730285391872/photo/1,https://twitter.com/dog_rates/status/795076730285391872/photo/1,https://twitter.com/dog_rates/status/795076730285391872/photo/1",11,10,Bnnaniley,nan,1995-03-13 06:38:50.285391872,6015,1572,https://pbs.twimg.com/media/CwiuEJmW8AAZnit.jpg,2,Gas_pump,0.676439,False,Harvester,0.049995300000000006,False,swing,0.0446596,False
292,627,794983741416415232,nan,nan,2016-11-05 19:24:28 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq,7.89530877013e+17,4196983835.0,2016-10-21 18:16:44 +0000,"https://twitter.com/dog_rates/status/789530877013393408/photo/1,https://twitter.com/dog_rates/status/789530877013393408/photo/1,https://twitter.com/dog_rates/status/789530877013393408/photo/1,https://twitter.com/dog_rates/status/789530877013393408/photo/1,https://twitter.com/dog_rates/status/789530877013393408/photo/1,https://twitter.com/dog_rates/status/789530877013393408/photo/1",12,10,Rizzy,nan,1995-03-12 04:49:01.416415232,3737,1571,https://pbs.twimg.com/media/CvT6IV6WEAQhhV5.jpg,3,Schipperke,0.363272,True,Kelpie,0.197021,True,Norwegian_elkhound,0.151024,True
293,630,794332329137291264,nan,nan,2016-11-04 00:15:59 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Nimbus (like the cloud). He just bought this fancy af duck raincoat. Only protects one ear tho. 12/10 so h*ckin floofy https://t.co/SIQbb8c3AU,nan,nan,,https://twitter.com/dog_rates/status/794332329137291264/photo/1,12,10,Nimbus,nan,1995-03-04 15:52:09.137291264,2929,1568,https://pbs.twimg.com/media/CwYJBiHXgAQlvrh.jpg,1,Samoyed,0.9883069999999999,True,Malamute,0.00490635,True,Great_Pyrenees,0.00290129,True
294,632,793962221541933056,nan,nan,2016-11-02 23:45:19 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly https://t.co/xIfrsMNLBR,nan,nan,,"https://twitter.com/dog_rates/status/793962221541933056/photo/1,https://twitter.com/dog_rates/status/793962221541933056/photo/1",12,10,Mnnanximus,nan,1995-02-28 09:03:41.541933056,5423,1566,https://pbs.twimg.com/media/CwS4aqZXUAAe3IO.jpg,1,Labrador_retriever,0.8616510000000001,True,Golden_retriever,0.0444618,True,Staffordshire_bullterrier,0.016496700000000003,True
295,633,793845145112371200,nan,nan,2016-11-02 16:00:06 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Clark. He was just caught wearing pants. 13/10 game-changing af https://t.co/2Xo19aPrG5,nan,nan,,https://twitter.com/dog_rates/status/793845145112371200/photo/1,13,10,Clnnanrk,nan,1995-02-27 00:32:25.112371200,2085,1565,https://pbs.twimg.com/media/CwRN8H6WgAASe4X.jpg,1,Old_english_sheepdog,0.7652770000000001,True,Bedlington_terrier,0.11275299999999999,True,Kerry_blue_terrier,0.047661699999999994,True
296,634,793614319594401792,nan,nan,2016-11-02 00:42:53 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10 https://t.co/O5IUmRHRIh,7.91672322848e+17,4196983835.0,2016-10-27 16:06:04 +0000,"https://twitter.com/dog_rates/status/791672322847637504/photo/1,https://twitter.com/dog_rates/status/791672322847637504/photo/1",13,10,nnnann,nan,1995-02-24 08:25:19.594401792,3456,1564,https://pbs.twimg.com/media/CvyVxQRWEAAdSZS.jpg,1,Golden_retriever,0.705092,True,Labrador_retriever,0.219721,True,kuvasz,0.015965,True
297,635,793601777308463104,nan,nan,2016-11-01 23:53:02 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Dobby. I can't stop looking at her feet. 12/10 would absolutely snug https://t.co/LhzPWv6rTv,nan,nan,,https://twitter.com/dog_rates/status/793601777308463104/photo/1,12,10,Dobby,nan,1995-02-24 04:56:17.308463104,1816,1563,https://pbs.twimg.com/media/CwNwmxvXEAEJ54Z.jpg,1,Miniature_pinscher,0.538981,True,Chihuahua,0.21783000000000002,True,toy_terrier,0.0891487,True
298,637,793286476301799424,nan,nan,2016-11-01 03:00:09 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Moreton. He's the Good Boy Who Lived. 13/10 magical as h*ck https://t.co/rLHGx3VAF3,nan,nan,,"https://twitter.com/dog_rates/status/793286476301799424/photo/1,https://twitter.com/dog_rates/status/793286476301799424/photo/1",13,10,Moreton,nan,1995-02-20 13:21:16.301799424,10206,1561,https://pbs.twimg.com/media/CwJR1okWIAA6XMp.jpg,1,Afghan_hound,0.27463699999999996,True,Borzoi,0.142204,True,doormat,0.109677,False
299,640,793241302385262592,nan,nan,2016-11-01 00:00:38 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Tucker. He's out here bustin h*ckin ghosts. 13/10 dedicated af https://t.co/Ap477GhwXt,nan,nan,,https://twitter.com/dog_rates/status/793241302385262592/photo/1,13,10,Tucker,nan,1995-02-20 00:48:22.385262592,3635,1558,https://pbs.twimg.com/media/CwIougTWcAAMLyq.jpg,1,Golden_retriever,0.559308,True,Labrador_retriever,0.39022199999999996,True,cocker_spaniel,0.0363157,True
300,641,793226087023144960,nan,nan,2016-10-31 23:00:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Juno. She spooked me up real good, but only to get my attention. Above average handwriting for a dog I think. 11/10 https://t.co/hFxxBCWlwj",nan,nan,,"https://twitter.com/dog_rates/status/793226087023144960/photo/1,https://twitter.com/dog_rates/status/793226087023144960/photo/1,https://twitter.com/dog_rates/status/793226087023144960/photo/1",11,10,Juno,nan,1995-02-19 20:34:47.023144960,3174,1557,https://pbs.twimg.com/media/CwIa5CjW8AErZgL.jpg,1,Wire-haired_fox_terrier,0.45604700000000004,True,Lakeland_terrier,0.273428,True,English_springer,0.0836433,True
301,646,793150605191548928,nan,nan,2016-10-31 18:00:14 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Nida. She's a free elf. Waited so long for this day. 11/10 https://t.co/3lE8Izgmkf,nan,nan,,https://twitter.com/dog_rates/status/793150605191548928/photo/1,11,10,Nidnnan,nan,1995-02-18 23:36:45.191548928,1890,1552,https://pbs.twimg.com/media/CwHWOZ7W8AAHv8S.jpg,1,Italian_greyhound,0.193869,True,Bluetick,0.16038,True,standard_poodle,0.12598199999999998,True
302,647,793135492858580992,nan,nan,2016-10-31 17:00:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Your favorite squad is looking extra h*ckin spooky today. 13/10 for all https://t.co/PrgvOyPtDT,nan,nan,,"https://twitter.com/dog_rates/status/793135492858580992/photo/1,https://twitter.com/dog_rates/status/793135492858580992/photo/1",13,10,nnnann,nan,1995-02-18 19:24:52.858580992,2770,1551,https://pbs.twimg.com/media/CwHIg61WIAApnEV.jpg,1,Bakery,0.737041,False,Saltshaker,0.05239590000000001,False,teddy,0.0465926,False
303,650,792883833364439040,nan,nan,2016-10-31 00:20:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bailey. She's rather h*ckin hype for Halloween tomorrow. Carved those pupkins herself. 12/10 https://t.co/v17mFm0Ftz,nan,nan,,"https://twitter.com/dog_rates/status/792883833364439040/photo/1,https://twitter.com/dog_rates/status/792883833364439040/photo/1,https://twitter.com/dog_rates/status/792883833364439040/photo/1,https://twitter.com/dog_rates/status/792883833364439040/photo/1",12,10,Bnnaniley,nan,1995-02-15 21:30:33.364439040,4734,1548,https://pbs.twimg.com/media/CwDjoH3WAAIniIs.jpg,3,Jack-o'-lantern,0.9993059999999999,False,Basketball,0.000113129,False,standard_poodle,8.31451e-05,True
304,651,792773781206999040,nan,nan,2016-10-30 17:02:53 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Monster. Not an actual monster tho. He's showing you his tongue. Very impressive Monster. 12/10 would snug https://t.co/RhaPExuxJL,nan,nan,,https://twitter.com/dog_rates/status/792773781206999040/photo/1,12,10,Monster,nan,1995-02-14 14:56:21.206999040,1862,1547,https://pbs.twimg.com/media/CwB_i-zXEAEiP29.jpg,1,Yorkshire_terrier,0.9128040000000001,True,Silky_terrier,0.06782250000000001,True,Australian_terrier,0.00445069,True
305,652,792394556390137856,nan,nan,2016-10-29 15:55:58 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet BeBe. She rocks the messy bun of your dreams. H*ckin flawless. 12/10 would watch her tutorial https://t.co/of0pFNBIl8,nan,nan,,"https://twitter.com/dog_rates/status/792394556390137856/photo/1,https://twitter.com/dog_rates/status/792394556390137856/photo/1",12,10,BeBe,nan,1995-02-10 05:35:56.390137856,4752,1546,https://pbs.twimg.com/media/Cv8moW9W8AIHOxR.jpg,2,Cocker_spaniel,0.746387,True,Irish_setter,0.0916151,True,miniature_poodle,0.061078199999999985,True
306,653,792050063153438720,nan,nan,2016-10-28 17:07:05 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Remus. He's a mop that came to life. Can't see anything. Constantly trips over himself. Still a very good dog. 11/10 https://t.co/S3f1SYylzu,nan,nan,,"https://twitter.com/dog_rates/status/792050063153438720/photo/1,https://twitter.com/dog_rates/status/792050063153438720/photo/1",11,10,Remus,nan,1995-02-06 05:54:23.153438720,1989,1545,https://pbs.twimg.com/media/Cv3tU38WcAASFas.jpg,2,Komondor,0.9428559999999999,True,Swab,0.05271519999999999,False,Tibetan_terrier,0.0027429999999999998,True
307,658,791672322847637504,nan,nan,2016-10-27 16:06:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10 https://t.co/O5IUmRHRIh,nan,nan,,https://twitter.com/dog_rates/status/791672322847637504/photo/1,13,10,nnnann,nan,1995-02-01 20:58:42.847637504,3456,1544,https://pbs.twimg.com/media/CvyVxQRWEAAdSZS.jpg,1,Golden_retriever,0.705092,True,Labrador_retriever,0.219721,True,kuvasz,0.015965,True
308,659,791406955684368384,nan,nan,2016-10-26 22:31:36 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Levi. He's a Madagascan Butterbop. One of the more docile Butterbops I've seen. 12/10 would give all the pets https://t.co/Zcw9Sccctc,nan,nan,,"https://twitter.com/dog_rates/status/791406955684368384/photo/1,https://twitter.com/dog_rates/status/791406955684368384/photo/1,https://twitter.com/dog_rates/status/791406955684368384/photo/1,https://twitter.com/dog_rates/status/791406955684368384/photo/1",12,10,Levi,nan,1995-01-29 19:15:55.684368384,4562,1543,https://pbs.twimg.com/media/CvukbEkWAAAV-69.jpg,4,Pembroke,0.9726290000000001,True,Cardigan,0.027025900000000002,True,basenji,0.000152502,True
309,661,791026214425268224,nan,nan,2016-10-25 21:18:40 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: This is Alfie. He's touching a butt. Couldn't be happier. 11/10 https://t.co/gx3xF5mZbo,7.63837565565e+17,4196983835.0,2016-08-11 20:40:41 +0000,"https://twitter.com/dog_rates/status/763837565564780549/photo/1,https://twitter.com/dog_rates/status/763837565564780549/photo/1",11,10,nnanlfie,nan,1995-01-25 09:30:14.425268224,4562,1541,https://pbs.twimg.com/media/CpmyNumW8AAAJGj.jpg,1,Malamute,0.375098,True,Jean,0.0693617,False,keeshond,0.0505276,True
310,663,790946055508652032,nan,nan,2016-10-25 16:00:09 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af https://t.co/dgvTPZ9tgI,nan,nan,,https://twitter.com/dog_rates/status/790946055508652032/photo/1,12,10,Betty,puppo,1995-01-24 11:14:15.508652032,5199,1539,https://pbs.twimg.com/media/CvoBPWRWgAA4het.jpg,1,Dishwasher,0.700466,False,Golden_retriever,0.245773,True,chow,0.039011699999999996,True
311,664,790723298204217344,nan,nan,2016-10-25 01:14:59 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10 https://t.co/Ln89R4FP7v,7.89986466051e+17,4196983835.0,2016-10-23 00:27:05 +0000,"https://twitter.com/dog_rates/status/789986466051088384/photo/1,https://twitter.com/dog_rates/status/789986466051088384/photo/1",12,10,Hnnanppy,nan,1995-01-21 21:21:38.204217344,2571,1538,https://pbs.twimg.com/media/CvaYgDOWgAEfjls.jpg,1,Tub,0.47947700000000004,False,Bathtub,0.325106,False,golden_retriever,0.07853049999999999,True
312,665,790698755171364864,nan,nan,2016-10-24 23:37:28 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Mosby. He appears to be rather h*ckin snuggable af. 12/10 keep it up Mosby https://t.co/IiiBq460I7,nan,nan,,https://twitter.com/dog_rates/status/790698755171364864/photo/1,12,10,Mosby,nan,1995-01-21 14:32:35.171364864,2111,1537,https://pbs.twimg.com/media/CvkgUjbUsAEvo7l.jpg,1,Bernese_mountain_dog,0.996541,True,Entlebucher,0.00105698,True,Appenzeller,0.000997907,True
313,666,790581949425475584,nan,nan,2016-10-24 15:53:19 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Duke. He sneaks into the fridge sometimes. It's his safe place. 11/10 would give little jacket if necessary https://t.co/Fd5WFDTMH4,nan,nan,,"https://twitter.com/dog_rates/status/790581949425475584/photo/1,https://twitter.com/dog_rates/status/790581949425475584/photo/1",11,10,Duke,nan,1995-01-20 06:05:49.425475584,7958,1536,https://pbs.twimg.com/media/Cvi2FiKWgAAif1u.jpg,2,Refrigerator,0.998886,False,Malinois,0.000152999,True,kelpie,0.000130817,True
314,670,789986466051088384,nan,nan,2016-10-23 00:27:05 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10 https://t.co/Ln89R4FP7v,nan,nan,,https://twitter.com/dog_rates/status/789986466051088384/photo/1,12,10,Hnnanppy,nan,1995-01-13 08:41:06.051088384,2571,1533,https://pbs.twimg.com/media/CvaYgDOWgAEfjls.jpg,1,Tub,0.47947700000000004,False,Bathtub,0.325106,False,golden_retriever,0.07853049999999999,True
315,675,789530877013393408,nan,nan,2016-10-21 18:16:44 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq,nan,nan,,"https://twitter.com/dog_rates/status/789530877013393408/photo/1,https://twitter.com/dog_rates/status/789530877013393408/photo/1,https://twitter.com/dog_rates/status/789530877013393408/photo/1",12,10,Rizzy,nan,1995-01-08 02:07:57.013393408,3737,1530,https://pbs.twimg.com/media/CvT6IV6WEAQhhV5.jpg,3,Schipperke,0.363272,True,Kelpie,0.197021,True,Norwegian_elkhound,0.151024,True
316,678,789268448748703744,nan,nan,2016-10-21 00:53:56 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stella. She's happier than I will ever be. 10/10 would trade lives with https://t.co/JSs2bfDtTS,nan,nan,,https://twitter.com/dog_rates/status/789268448748703744/photo/1,10,10,Stellnnan,nan,1995-01-05 01:14:08.748703744,2855,1529,https://pbs.twimg.com/media/CvQLdotWcAAZn86.jpg,1,Malamute,0.81286,True,Siberian_husky,0.120853,True,Eskimo_dog,0.024269299999999997,True
317,680,788908386943430656,nan,nan,2016-10-20 01:03:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Lucy. She destroyed not one, but two remotes trying to turn off the debate. 11/10 relatable af https://t.co/3BXh073tDm",nan,nan,,https://twitter.com/dog_rates/status/788908386943430656/photo/1,11,10,Lucy,nan,1994-12-31 21:13:06.943430656,13718,1527,https://pbs.twimg.com/media/CvLD-mbWYAAFI8w.jpg,1,Remote_control,0.8815379999999999,False,Oscilloscope,0.0355131,False,golden_retriever,0.0340897,True
318,681,788765914992902144,nan,nan,2016-10-19 15:37:03 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Butter. She can have whatever she wants forever. 12/10 would hug softly https://t.co/x5gXRS1abq,nan,nan,,https://twitter.com/dog_rates/status/788765914992902144/photo/1,12,10,Butter,nan,1994-12-30 05:38:34.992902144,11410,1526,https://pbs.twimg.com/media/CvJCabcWgAIoUxW.jpg,1,Cocker_spaniel,0.500509,True,Golden_retriever,0.27273400000000003,True,jigsaw_puzzle,0.04147580000000002,False
319,683,788412144018661376,nan,nan,2016-10-18 16:11:17 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Dexter. He breaks hearts for a living. 11/10 h*ckin handsome af https://t.co/4DhSsC1W7S,nan,nan,,"https://twitter.com/dog_rates/status/788412144018661376/photo/1,https://twitter.com/dog_rates/status/788412144018661376/photo/1",11,10,Dexter,nan,1994-12-26 03:22:24.018661376,5867,1525,https://pbs.twimg.com/media/CvEAqQoWgAADj5K.jpg,1,Golden_retriever,0.805238,True,Labrador_retriever,0.113798,True,Brittany_spaniel,0.0385587,True
320,685,788150585577050112,nan,nan,2016-10-17 22:51:57 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Leo. He's a golden chow. Rather h*ckin rare. 13/10 would give extra pats https://t.co/xosHjFzVXc,nan,nan,,"https://twitter.com/dog_rates/status/788150585577050112/photo/1,https://twitter.com/dog_rates/status/788150585577050112/photo/1,https://twitter.com/dog_rates/status/788150585577050112/photo/1,https://twitter.com/dog_rates/status/788150585577050112/photo/1",13,10,Leo,nan,1994-12-23 02:43:05.577050112,1440,1523,https://pbs.twimg.com/media/CvASw6dWcAQmo3X.jpg,3,Chow,0.814145,True,Pomeranian,0.112704,True,Chihuahua,0.0158832,True
321,686,788070120937619456,nan,nan,2016-10-17 17:32:13 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: This is Bo and Ty. Bo eats paper and Ty felt left out. 11/10 for both https://t.co/1acHQS8rvK,7.61004547851e+17,4196983835.0,2016-08-04 01:03:17 +0000,"https://twitter.com/dog_rates/status/761004547850530816/photo/1,https://twitter.com/dog_rates/status/761004547850530816/photo/1",11,10,Bo,nan,1994-12-22 04:22:00.937619456,3783,1522,https://pbs.twimg.com/media/Co-hmcYXYAASkiG.jpg,1,Golden_retriever,0.735163,True,Sussex_spaniel,0.064897,True,Labrador_retriever,0.047703699999999995,True
322,688,787810552592695296,nan,nan,2016-10-17 00:20:47 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Frank. He wears sunglasses and walks himself. 11/10 I'll never be this cool or independent https://t.co/pNNjBtHWPc,nan,nan,,"https://twitter.com/dog_rates/status/787810552592695296/photo/1,https://twitter.com/dog_rates/status/787810552592695296/photo/1",11,10,Frnnannk,nan,1994-12-19 04:15:52.592695296,3375,1520,https://pbs.twimg.com/media/Cu7dg2RXYAIaGXE.jpg,2,Pug,0.362835,True,French_bulldog,0.22186399999999998,True,English_setter,0.0804183,True
